z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayModes,abundance,abundanceUncertainty,betaMinus(keV),betaMinusUncertainty,electronCapture(keV),electronCaptureUncertainty,positronEmission(keV),positronEmissionUncertainty,alpha(keV),alphaUncertainty
102,155,257No,0,24.5,s,5,A = 85.00,,,-2.42E+03,5,1255,6,233,6,8477,6
102,155,257No,0,24.5,s,5,EC LT 30.00,,,-2.42E+03,5,1255,6,233,6,8477,6
102,155,257No,0,24.5,s,5,SF LT 1.50,,,-2.42E+03,5,1255,6,233,6,8477,6
102,154,256No,0,2.91,s,5,A = 99.47,,,-3.92E+03,8,3.70E+02,12,-6.50E+02,12,8582,5
102,154,256No,0,2.91,s,5,SF = 0.53,,,-3.92E+03,8,3.70E+02,12,-6.50E+02,12,8582,5
102,153,255No,0,3.52,m,21,EC = 70.00,,,-3135,23,1970,15,948,15,8428,3
102,153,255No,0,3.52,m,21,A = 30.00,,,-3135,23,1970,15,948,15,8428,3
102,152,254No,0,51,s,10,A = 90.00,,,-4.92E+03,9,1.27E+03,10,2.50E+02,10,8226,8
102,152,254No,0,51,s,10,EC = 10.00,,,-4.92E+03,9,1.27E+03,10,2.50E+02,10,8226,8
102,152,254No,0,51,s,10,SF = 0.17,,,-4.92E+03,9,1.27E+03,10,2.50E+02,10,8226,8
102,152,254No,0,0.28,s,4,IT AP 80.00,,,-4.92E+03,9,1.27E+03,10,2.50E+02,10,8226,8
102,151,253No,0,1.62,m,15,A = 55.00,,,-4.16E+03,16,3.19E+03,3,2.16E+03,3,8415,4
102,151,253No,0,1.62,m,15,EC = 45.00,,,-4.16E+03,16,3.19E+03,3,2.16E+03,3,8415,4
102,150,252No,0,2.44,s,4,A = 70.70,,,-5.67E+03,19,2.40E+03,9,1.38E+03,9,8549,5
102,150,252No,0,2.44,s,4,SF = 29.30,,,-5.67E+03,19,2.40E+03,9,1.38E+03,9,8549,5
102,150,252No,0,2.44,s,4,EC LT 1.10,,,-5.67E+03,19,2.40E+03,9,1.38E+03,9,8549,5
102,150,252No,0,110,ms,10,IT = 100.10,,,-5.67E+03,19,2.40E+03,9,1.38E+03,9,8549,5
102,162,264No,,,,,A ? ,,,-1.40E+03,7,,,,,6.80E+03,4
102,161,263No,,,,,SF ? ,,,-5.00E+02,5,,,,,7.00E+03,4
102,161,263No,,,,,A ? ,,,-5.00E+02,5,,,,,7.00E+03,4
102,160,262No,0,5,ms,AP,SF = 100.00,,,-2.00E+03,4,-1.60E+03,6,-2.60E+03,6,7.30E+03,3
102,149,251No,0,0.8,s,1,A = 91.00,,,-5.00E+03,3,3.88E+03,18,2.86E+03,18,8752,4
102,149,251No,0,0.8,s,1,SF LT 0.30,,,-5.00E+03,3,3.88E+03,18,2.86E+03,18,8752,4
102,149,251No,0,0.8,s,1,EC ? ,,,-5.00E+03,3,3.88E+03,18,2.86E+03,18,8752,4
102,149,251No,0.106,1.02,s,3,A = 100.00,,,-5.00E+03,3,3.88E+03,18,2.86E+03,18,8752,4
102,148,250No,0,4.2,us,3,SF = 100.00,,,,,3.17E+03,22,2.15E+03,22,8.95E+03,20
102,148,250No,0,4.2,us,3,A LT 2.00,,,,,3.17E+03,22,2.15E+03,22,8.95E+03,20
102,147,249No,,,,,,,,,,4.60E+03,3,3.60E+03,3,9.17E+03,20
102,146,248No,,2,us,LT,SF ? ,,,,,3.70E+03,3,2.70E+03,3,9.30E+03,10
103,159,262Lr,0,4,h,AP,SF LT 10.00,,,-3.00E+02,3,2.00E+03,4,1.00E+03,4,7.99E+03,20
103,159,262Lr,0,4,h,AP,EC  ,,,-3.00E+02,3,2.00E+03,4,1.00E+03,4,7.99E+03,20
103,159,262Lr,0,4,h,AP,A  ,,,-3.00E+02,3,2.00E+03,4,1.00E+03,4,7.99E+03,20
103,158,261Lr,0,39,m,12,SF = 100.00,,,-1.76E+03,21,1.10E+03,3,0,AP,8.14E+03,20
103,155,258Lr,0,4.1,s,3,A AP 95.00,,,-1.56E+03,10,3.30E+03,14,2.28E+03,14,8904,19
103,155,258Lr,0,4.1,s,3,SF = <  5.00,,,-1.56E+03,10,3.30E+03,14,2.28E+03,14,8904,19
103,154,257Lr,0,4,s,AP,A LT 100.00,,,-3.20E+03,5,2.42E+03,5,1.40E+03,5,9.07E+03,3
103,154,257Lr,0,4,s,AP,EC LT 15.00,,,-3.20E+03,5,2.42E+03,5,1.40E+03,5,9.07E+03,3
103,154,257Lr,0,4,s,AP,SF LT 3.E-2,,,-3.20E+03,5,2.42E+03,5,1.40E+03,5,9.07E+03,3
103,157,260Lr,0,180,s,30,A = 80.00,,,-8.70E+02,24,2.67E+03,24,1.65E+03,24,8.40E+03,14
103,157,260Lr,0,180,s,30,EC LT 40.00,,,-8.70E+02,24,2.67E+03,24,1.65E+03,24,8.40E+03,14
103,157,260Lr,0,180,s,30,SF LT 10.00,,,-8.70E+02,24,2.67E+03,24,1.65E+03,24,8.40E+03,14
103,156,259Lr,0,6.2,s,3,A = 78.00,,,-2.52E+03,10,1.77E+03,7,7.50E+02,7,8.58E+03,7
103,156,259Lr,0,6.2,s,3,SF = 22.00,,,-2.52E+03,10,1.77E+03,7,7.50E+02,7,8.58E+03,7
103,151,254Lr,0,18.4,s,18,A = 71.70,,,-3.60E+03,3,4.92E+03,9,3.90E+03,9,8822,8
103,151,254Lr,0,18.4,s,18,EC = 28.30,,,-3.60E+03,3,4.92E+03,9,3.90E+03,9,8822,8
103,150,253Lr,0,0.57,s,1,A AP 98.70,,,-5.10E+03,4,4.16E+03,16,3.14E+03,16,8918,20
103,150,253Lr,0,0.57,s,1,SF AP 1.30,,,-5.10E+03,4,4.16E+03,16,3.14E+03,16,8918,20
103,150,253Lr,0,1.49,s,9,A = 92.00,,,-5.10E+03,4,4.16E+03,16,3.14E+03,16,8918,20
103,150,253Lr,0,1.49,s,9,SF = 8.00,,,-5.10E+03,4,4.16E+03,16,3.14E+03,16,8918,20
103,153,256Lr,0,27,s,3,A = 85.00,,,-2.48E+03,8,3.92E+03,8,2.90E+03,8,8.85E+03,12
103,153,256Lr,0,27,s,3,EC = 15.00,,,-2.48E+03,8,3.92E+03,8,2.90E+03,8,8.85E+03,12
103,153,256Lr,0,27,s,3,SF LT 0.03,,,-2.48E+03,8,3.92E+03,8,2.90E+03,8,8.85E+03,12
103,152,255Lr,0,31.1,s,13,A = 99.70,,,-4.38E+03,18,3135,23,2113,23,8556,7
103,152,255Lr,0,31.1,s,13,EC = 0.30,,,-4.38E+03,18,3135,23,2113,23,8556,7
103,152,255Lr,0,31.1,s,13,SF LT 0.10,,,-4.38E+03,18,3135,23,2113,23,8556,7
103,152,255Lr,0.037,2.54,s,5,IT AP 60.00,,,-4.38E+03,18,3135,23,2113,23,8556,7
103,152,255Lr,0.037,2.54,s,5,A AP 40.00,,,-4.38E+03,18,3135,23,2113,23,8556,7
103,162,265Lr,,,,,SF ? ,,,0,AP,,,,,7.23E+03,20
103,162,265Lr,,,,,A ? ,,,0,AP,,,,,7.23E+03,20
103,161,264Lr,,,,,SF ? ,,,0,AP,1.40E+03,7,0,AP,7.40E+03,3
103,161,264Lr,,,,,A ? ,,,0,AP,1.40E+03,7,0,AP,7.40E+03,3
103,163,266Lr,0,11,h,16,SF = 100.00,,,1.50E+03,7,,,,,7.60E+03,3
103,160,263Lr,0,,,,A ? ,,,-1.10E+03,3,5.00E+02,5,-5.00E+02,5,7.68E+03,20
103,148,251Lr,,,,,EC ? ,,,,,5.00E+03,3,4.00E+03,3,9.50E+03,3
103,148,251Lr,,,,,A ? ,,,,,5.00E+03,3,4.00E+03,3,9.50E+03,3
103,149,252Lr,0,0.36,s,4,A = 100.00,,,,,5.67E+03,19,4.64E+03,19,9164,17
103,149,252Lr,0,0.36,s,4,EC  ,,,,,5.67E+03,19,4.64E+03,19,9164,17
103,149,252Lr,0,0.36,s,4,SF  ,,,,,5.67E+03,19,4.64E+03,19,9164,17
104,164,268Rf,,,,,A ? ,,,-1.60E+03,8,,,,,8.00E+03,3
104,164,268Rf,,,,,SF ? ,,,-1.60E+03,8,,,,,8.00E+03,3
104,163,267Rf,,,,,,,,-6.00E+02,7,,,,,7.90E+03,3
104,162,266Rf,,,,,SF ? ,,,-2.60E+03,5,-1.50E+03,7,-2.50E+03,7,7.61E+03,20
104,162,266Rf,,,,,A ? ,,,-2.60E+03,5,-1.50E+03,7,-2.50E+03,7,7.61E+03,20
104,161,265Rf,0,1,m,9,SF AP 100.00,,,-1.70E+03,4,0,AP,-6.00E+02,7,7.80E+03,3
104,160,264Rf,0,,,,A ? ,,,-3.20E+03,4,0,AP,-1.30E+03,6,8.00E+03,3
104,156,260Rf,0,21,ms,1,SF LE 100.00,,,-4.52E+03,22,8.70E+02,24,0,AP,8.90E+03,20
104,156,260Rf,0,21,ms,1,A ? ,,,-4.52E+03,22,8.70E+02,24,0,AP,8.90E+03,20
104,155,259Rf,0,2.4,s,4,A = 92.00,,,-3.62E+03,9,2.52E+03,10,1.49E+03,10,9.13E+03,7
104,155,259Rf,0,2.4,s,4,EC = 15.00,,,-3.62E+03,9,2.52E+03,10,1.49E+03,10,9.13E+03,7
104,155,259Rf,0,2.4,s,4,SF = 8.00,,,-3.62E+03,9,2.52E+03,10,1.49E+03,10,9.13E+03,7
104,154,258Rf,0,14.7,ms,11,SF = 69.00,,,-5.16E+03,9,1.56E+03,10,5.40E+02,10,9196,13
104,154,258Rf,0,14.7,ms,11,A = 31.00,,,-5.16E+03,9,1.56E+03,10,5.40E+02,10,9196,13
104,153,257Rf,0,4.4,s,1,A = 79.30,,,-4.29E+03,16,3.20E+03,5,2.18E+03,5,9083,8
104,153,257Rf,0,4.4,s,1,SF = 1.30,,,-4.29E+03,16,3.20E+03,5,2.18E+03,5,9083,8
104,153,257Rf,0,4.4,s,1,EC = 19.4,,,-4.29E+03,16,3.20E+03,5,2.18E+03,5,9083,8
104,153,257Rf,0,4.1,s,4,A LT 88.00,,,-4.29E+03,16,3.20E+03,5,2.18E+03,5,9083,8
104,153,257Rf,0,4.1,s,4,EC = 11.00,,,-4.29E+03,16,3.20E+03,5,2.18E+03,5,9083,8
104,153,257Rf,0,4.1,s,4,SF = < 1.40,,,-4.29E+03,16,3.20E+03,5,2.18E+03,5,9083,8
104,159,263Rf,0,10,m,2,SF = 100.00,,,-2.35E+03,23,1.10E+03,3,0,AP,8.25E+03,15
104,159,263Rf,0,10,m,2,A  ,,,-2.35E+03,23,1.10E+03,3,0,AP,8.25E+03,15
104,158,262Rf,0,2.3,s,4,SF LE 100.00,,,-3.90E+03,3,3.00E+02,3,-7.00E+02,3,8.49E+03,20
104,158,262Rf,0,2.3,s,4,A LT 3.00,,,-3.90E+03,3,3.00E+02,3,-7.00E+02,3,8.49E+03,20
104,157,261Rf,0,68,s,3,A = 100.00,,,-2.99E+03,13,1.76E+03,21,7.40E+02,21,8.65E+03,7
104,157,261Rf,0,68,s,3,SF = 73.00,,,-2.99E+03,13,1.76E+03,21,7.40E+02,21,8.65E+03,7
104,157,261Rf,0,68,s,3,A = 27.00,,,-2.99E+03,13,1.76E+03,21,7.40E+02,21,8.65E+03,7
104,152,256Rf,0,6.67,ms,10,SF = 99.68,,,-6.08E+03,19,2.48E+03,8,1.45E+03,8,8926,15
104,152,256Rf,0,6.67,ms,10,A = 0.32,,,-6.08E+03,19,2.48E+03,8,1.45E+03,8,8926,15
104,151,255Rf,0,1.68,s,9,SF = 58.00,,,-5.30E+03,3,4.38E+03,18,3.36E+03,18,9055,4
104,151,255Rf,0,1.68,s,9,A = 42.00,,,-5.30E+03,3,4.38E+03,18,3.36E+03,18,9055,4
104,151,255Rf,0,1.68,s,9,EC LT 1.00,,,-5.30E+03,3,4.38E+03,18,3.36E+03,18,9055,4
104,150,254Rf,0,23,us,3,SF LE 100.00,,,,,3.60E+03,3,2.50E+03,3,9.21E+03,20
104,149,253Rf,0,48,us,7,SF LE 100.00,,,,,5.10E+03,4,4.10E+03,4,9.40E+03,3
104,149,253Rf,0,48,us,7,A AP 50.00,,,,,5.10E+03,4,4.10E+03,4,9.40E+03,3
104,149,253Rf,0,48,us,7,SF AP 50.00,,,,,5.10E+03,4,4.10E+03,4,9.40E+03,3
104,149,253Rf,0,48,us,7,A  ,,,,,5.10E+03,4,4.10E+03,4,9.40E+03,3
105,164,269Db,,,,,A ? ,,,0,AP,,,,,8.50E+03,3
105,164,269Db,,,,,SF ? ,,,0,AP,,,,,8.50E+03,3
105,163,268Db,0,32,h,4,SF = 100.00,,,0,AP,1.60E+03,8,0,AP,8.30E+03,3
105,165,270Db,0,1,h,15,A = 83.00,,,1.00E+03,7,,,,,8.31E+03,20
105,165,270Db,0,1,h,15,A = 17.00,,,1.00E+03,7,,,,,8.31E+03,20
105,165,270Db,0,23,h,,SF AP 100.00,,,1.00E+03,7,,,,,8.31E+03,20
105,160,265Db,0,,,,A ? ,,,-2.40E+03,3,1.70E+03,4,7.00E+02,4,8.40E+03,10
105,162,267Db,0,73,m,317,SF = 100.00,,,-1.80E+03,5,6.00E+02,7,0,AP,7.90E+03,3
105,161,266Db,,,,,A ? ,,,-9.00E+02,4,2.60E+03,5,1.60E+03,5,8.21E+03,20
105,161,266Db,,,,,SF ? ,,,-9.00E+02,4,2.60E+03,5,1.60E+03,5,8.21E+03,20
105,153,258Db,0,4.2,s,1,A = 65.00,,,-3.80E+03,4,5.16E+03,9,4.14E+03,9,9437,10
105,153,258Db,0,4.2,s,1,EC = 35.00,,,-3.80E+03,4,5.16E+03,9,4.14E+03,9,9437,10
105,153,258Db,0,4.2,s,1,SF LT 1.00,,,-3.80E+03,4,5.16E+03,9,4.14E+03,9,9437,10
105,153,258Db,0,20,s,10,EC = 100.00,,,-3.80E+03,4,5.16E+03,9,4.14E+03,9,9437,10
105,152,257Db,0,2.3,s,2,A AP 94.00,,,,,4.29E+03,16,3.27E+03,16,9206,20
105,152,257Db,0,2.3,s,2,SF LE 6.00,,,,,4.29E+03,16,3.27E+03,16,9206,20
105,152,257Db,0,0.67,s,6,A AP 87.00,,,,,4.29E+03,16,3.27E+03,16,9206,20
105,152,257Db,0,0.67,s,6,SF LE 13.00,,,,,4.29E+03,16,3.27E+03,16,9206,20
105,155,260Db,0,1.52,s,13,A AP 90.40,,,-2.87E+03,10,4.53E+03,22,3.50E+03,22,9.50E+03,4
105,155,260Db,0,1.52,s,13,SF LE 9.60,,,-2.87E+03,10,4.53E+03,22,3.50E+03,22,9.50E+03,4
105,155,260Db,0,1.52,s,13,EC = <  2.50,,,-2.87E+03,10,4.53E+03,22,3.50E+03,22,9.50E+03,4
105,154,259Db,0,0.51,s,16,A  ,,,-4.53E+03,19,3.62E+03,9,2.60E+03,9,9.62E+03,5
105,157,262Db,0,35,s,5,A AP 67.00,,,-2.12E+03,15,3.90E+03,3,2.80E+03,3,9.05E+03,10
105,157,262Db,0,35,s,5,SF  ,,,-2.12E+03,15,3.90E+03,3,2.80E+03,3,9.05E+03,10
105,156,261Db,0,1.8,s,4,A AP 82.00,,,-3.70E+03,11,2.99E+03,13,1.97E+03,13,9.22E+03,10
105,156,261Db,0,1.8,s,4,SF LE 18.00,,,-3.70E+03,11,2.99E+03,13,1.97E+03,13,9.22E+03,10
105,159,264Db,0,,,,A ? ,,,-1.50E+03,4,3.20E+03,4,2.20E+03,4,8.56E+03,20
105,158,263Db,0,27,s,3,SF = 57.00,,,-3.08E+03,19,2.35E+03,23,1.33E+03,23,8.83E+03,15
105,158,263Db,0,27,s,3,A = 43.00,,,-3.08E+03,19,2.35E+03,23,1.33E+03,23,8.83E+03,15
105,158,263Db,0,27,s,3,EC = 3.00,,,-3.08E+03,19,2.35E+03,23,1.33E+03,23,8.83E+03,15
105,151,256Db,0,1.6,s,2,A AP 70.00,,,,,6.08E+03,19,5.05E+03,19,9.34E+03,3
105,151,256Db,0,1.6,s,2,EC AP 30.00,,,,,6.08E+03,19,5.05E+03,19,9.34E+03,3
105,151,256Db,0,1.6,s,2,SF AP 0.02,,,,,6.08E+03,19,5.05E+03,19,9.34E+03,3
105,150,255Db,0,1.6,s,2,A = 80.00,,,,,5.30E+03,3,4.20E+03,3,9.34E+03,20
105,150,255Db,0,1.6,s,2,SF AP 20.00,,,,,5.30E+03,3,4.20E+03,3,9.34E+03,20
106,158,264Sg,0,37,ms,16,SF = 100.00,,,-5.20E+03,3,1.50E+03,4,5.00E+02,4,9.21E+03,20
106,158,264Sg,0,37,ms,16,A LT 36.00,,,-5.20E+03,3,1.50E+03,4,5.00E+02,4,9.21E+03,20
106,157,263Sg,0,1,s,2,A AP 70.00,,,-4.30E+03,3,3.09E+03,19,2.06E+03,19,9.40E+03,6
106,157,263Sg,0,1,s,2,SF LT 30.00,,,-4.30E+03,3,3.09E+03,19,2.06E+03,19,9.40E+03,6
106,157,263Sg,0,0.12,s,,IT ? ,,,-4.30E+03,3,3.09E+03,19,2.06E+03,19,9.40E+03,6
106,157,263Sg,0,0.12,s,,A = ?,,,-4.30E+03,3,3.09E+03,19,2.06E+03,19,9.40E+03,6
106,156,262Sg,0,6.9,ms,20,SF AP 78.00,,,-5.88E+03,10,2.12E+03,15,1.09E+03,15,9600,15
106,156,262Sg,0,6.9,ms,20,A LE 22.00,,,-5.88E+03,10,2.12E+03,15,1.09E+03,15,9600,15
106,155,261Sg,0,178,ms,14,A = 100.00,,,-5.07E+03,18,3.70E+03,11,2.68E+03,11,9714,15
106,155,261Sg,0,178,ms,14,SF LT 1.00,,,-5.07E+03,18,3.70E+03,11,2.68E+03,11,9714,15
106,154,260Sg,0,4.95,ms,33,SF = 50.00,,,-6.58E+03,20,2.88E+03,10,1.85E+03,10,9901,10
106,154,260Sg,0,4.95,ms,33,A = 50.00,,,-6.58E+03,20,2.88E+03,10,1.85E+03,10,9901,10
106,153,259Sg,0,0.29,s,5 5,A = 96.00,,,,,4.53E+03,19,3.51E+03,19,9765,8
106,153,259Sg,0,0.29,s,5 5,A = 90.00,,,,,4.53E+03,19,3.51E+03,19,9765,8
106,153,259Sg,0,0.29,s,5 5,SF LT 20.00,,,,,4.53E+03,19,3.51E+03,19,9765,8
106,153,259Sg,0,0.29,s,5 5,EC LE 13.00,,,,,4.53E+03,19,3.51E+03,19,9765,8
106,153,259Sg,0,0.28,s,5,A< = 100.00,,,,,4.53E+03,19,3.51E+03,19,9765,8
106,152,258Sg,0,2.9,ms,6,SF LE 100.00,,,,,3.80E+03,4,2.80E+03,4,9.70E+03,3
106,152,258Sg,0,2.9,ms,6,A ? ,,,,,3.80E+03,4,2.80E+03,4,9.70E+03,3
106,159,265Sg,0,14.4,s,12,SF LE 51.00,,,-3.60E+03,3,2.40E+03,3,1.40E+03,3,9.05E+03,12
106,159,265Sg,0,14.4,s,12,A AP 50.00,,,-3.60E+03,3,2.40E+03,3,1.40E+03,3,9.05E+03,12
106,159,265Sg,0,14.4,s,12,SF LE 50.00,,,-3.60E+03,3,2.40E+03,3,1.40E+03,3,9.05E+03,12
106,159,265Sg,0,14.4,s,12,A AP 49.00,,,-3.60E+03,3,2.40E+03,3,1.40E+03,3,9.05E+03,12
106,161,267Sg,,,,,,,,-3.00E+03,4,1.80E+03,5,8.00E+02,5,8.63E+03,21
106,160,266Sg,0,21,s,8,SF AP 50.00,,,-4.50E+03,3,9.00E+02,4,0,AP,8.80E+03,10
106,160,266Sg,0,21,s,8,A AP 18.00,,,-4.50E+03,3,9.00E+02,4,0,AP,8.80E+03,10
106,167,273Sg,,,,,SF ? ,,,-8.00E+02,8,,,,,,
106,166,272Sg,,,,,A ? ,,,-2.30E+03,9,,,,,8.62E+03,20
106,166,272Sg,,,,,SF ? ,,,-2.30E+03,9,,,,,8.62E+03,20
106,165,271Sg,0,2.4,m,33,A AP 50.00,,,-1.20E+03,7,,,,,8.75E+03,14
106,165,271Sg,0,2.4,m,33,SF AP 50.00,,,-1.20E+03,7,,,,,8.75E+03,14
106,164,270Sg,,,,,A ? ,,,-2.80E+03,5,-1.00E+03,7,-2.00E+03,7,8.87E+03,20
106,164,270Sg,,,,,SF ? ,,,-2.80E+03,5,-1.00E+03,7,-2.00E+03,7,8.87E+03,20
106,163,269Sg,0,3.1,m,26,A AP 100.00,,,-1.80E+03,5,0,AP,0,AP,8.58E+03,7
106,162,268Sg,,,,,SF ? ,,,-3.90E+03,6,0,AP,-1.30E+03,7,8.30E+03,3
106,162,268Sg,,,,,A ? ,,,-3.90E+03,6,0,AP,-1.30E+03,7,8.30E+03,3
107,171,278Bh,,,,,,,,1.20E+03,5,,,,,,
107,170,277Bh,,,,,,,,0,AP,,,,,,
107,169,276Bh,,,,,,,,8.00E+02,9,,,,,,
107,155,262Bh,0,22,ms,4,A LT 100.00,,,,,5.88E+03,10,4.86E+03,10,10319,15
107,155,262Bh,0,22,ms,4,A LT 100.00,,,,,5.88E+03,10,4.86E+03,10,10319,15
107,154,261Bh,0,11.8,ms,15,A = 95.00,,,,,5.07E+03,18,4.05E+03,18,1.05E+04,7
107,154,261Bh,0,11.8,ms,15,SF LT 10.00,,,,,5.07E+03,18,4.05E+03,18,1.05E+04,7
107,157,264Bh,0,0.44,s,44,A LE 100.00,,,-3.60E+03,18,5.20E+03,3,4.20E+03,3,9.86E+03,15
107,156,263Bh,0,,,,A ? ,,,-5.20E+03,4,4.30E+03,3,3.30E+03,3,1.01E+04,3
107,153,260Bh,0,35,ms,10,A AP 100.00,,,,,6.58E+03,20,5.55E+03,20,1.04E+04,6
107,153,260Bh,0,35,ms,10,EC LT 18.00,,,,,6.58E+03,20,5.55E+03,20,1.04E+04,6
107,153,260Bh,0,35,ms,10,SF LT 18.00,,,,,6.58E+03,20,5.55E+03,20,1.04E+04,6
107,160,267Bh,0,17,s,8,A = 100.00,,,-3.90E+03,3,3.00E+03,4,1.90E+03,4,9.23E+03,20
107,166,273Bh,,,,,A ? ,,,-1.10E+03,8,8.00E+02,8,0,AP,9.11E+03,20
107,166,273Bh,,,,,SF ? ,,,-1.10E+03,8,8.00E+02,8,0,AP,9.11E+03,20
107,165,272Bh,0,10,s,8,A = 100.00,,,0,AP,2.30E+03,9,1.20E+03,9,9.30E+03,5
107,168,275Bh,,,,,SF ? ,,,-7.00E+02,8,,,,,,
107,167,274Bh,0,0.9,m,38,A = 100.00,,,0,AP,,,,,8.94E+03,6
107,167,274Bh,0,0.9,m,38,SF  ,,,0,AP,,,,,8.94E+03,6
107,162,269Bh,,,,,,,,-3.00E+03,4,1.80E+03,5,8.00E+02,5,8.70E+03,3
107,161,268Bh,,,,,,,,-2.30E+03,5,3.90E+03,6,2.90E+03,6,9.00E+03,3
107,164,271Bh,0,,,,A ? ,,,-1.80E+03,5,1.20E+03,7,0,AP,9.42E+03,9
107,163,270Bh,0,6.00E+01,s,26,A  ,,,-9.00E+02,4,2.80E+03,5,1.80E+03,5,9.06E+03,10
107,159,266Bh,0,1.7,s,74,A = 100.00,,,-3.04E+03,17,4.50E+03,3,3.50E+03,3,9.43E+03,8
107,158,265Bh,0,0.9,s,4,A  ,,,-4.50E+03,24,3.60E+03,3,2.60E+03,3,9.66E+03,21
108,159,267Hs,0,52,ms,5,A AP 80.00,,,-5.10E+03,5,3.90E+03,3,2.90E+03,3,10038,13
108,159,267Hs,0,52,ms,5,SF LT 20.00,,,-5.10E+03,5,3.90E+03,3,2.90E+03,3,10038,13
108,159,267Hs,0,0.8,s,34,A = 100.00,,,-5.10E+03,5,3.90E+03,3,2.90E+03,3,10038,13
108,158,266Hs,0,2.3,ms,7,A = 100.00,,,-6.53E+03,10,3.04E+03,17,2.01E+03,17,10346,16
108,158,266Hs,0,2.3,ms,7,SF LT 1.40,,,-6.53E+03,10,3.04E+03,17,2.01E+03,17,10346,16
108,157,265Hs,0,1.9,ms,2,A LT 100.00,,,-5.70E+03,4,4.51E+03,24,3.48E+03,24,10470,15
108,157,265Hs,0,1.9,ms,2,SF LE 1.00,,,-5.70E+03,4,4.51E+03,24,3.48E+03,24,10470,15
108,157,265Hs,0.3,0.3,ms,1,A LT 100.00,,,-5.70E+03,4,4.51E+03,24,3.48E+03,24,10470,15
108,163,271Hs,0,,,,A ? ,,,-3.40E+03,4,1.80E+03,5,8.00E+02,5,9.46E+03,9
108,163,271Hs,0,,,,SF ? ,,,-3.40E+03,4,1.80E+03,5,8.00E+02,5,9.46E+03,9
108,162,270Hs,0,22,s,,A = 100.00,,,-5.60E+03,3,9.00E+02,4,0,AP,9.07E+03,4
108,161,269Hs,0,9.7,s,90,A AP 100.00,,,-4.80E+03,3,3.00E+03,4,2.00E+03,4,9.27E+03,17
108,160,268Hs,,0.4,s,16,A  ,,,-6.20E+03,4,2.30E+03,5,1.20E+03,5,9.76E+03,10
108,167,275Hs,0,0.15,s,21,A = 100.00,,,-2.30E+03,7,7.00E+02,8,0,AP,9.45E+03,5
108,166,274Hs,,,,,A ? ,,,-3.80E+03,6,0,AP,-1.40E+03,7,9.55E+03,10
108,166,274Hs,,,,,SF ? ,,,-3.80E+03,6,0,AP,-1.40E+03,7,9.55E+03,10
108,165,273Hs,0,0.76,s,47,A AP 100.00,,,-3.00E+03,6,1.10E+03,8,0,AP,9.65E+03,6
108,164,272Hs,0,,,,SF ? ,,,-4.50E+03,7,0,AP,-8.00E+02,7,9.78E+03,20
108,164,272Hs,0,,,,A ? ,,,-4.50E+03,7,0,AP,-8.00E+02,7,9.78E+03,20
108,156,264Hs,0,0.8,ms,AP,SF AP 50.00,,,,,3.61E+03,18,2.58E+03,18,10591,20
108,156,264Hs,0,0.8,ms,AP,A AP 50.00,,,,,3.61E+03,18,2.58E+03,18,10591,20
108,155,263Hs,0,0.74,ms,27,A LE 100.00,,,,,5.20E+03,4,4.20E+03,4,1.07E+04,8
108,155,263Hs,0,0.74,ms,27,SF LT 8.40,,,,,5.20E+03,4,4.20E+03,4,1.07E+04,8
108,169,277Hs,0,3,ms,14,A AP 100.00,,,-1.60E+03,8,0,AP,-7.00E+02,7,9.03E+03,20
108,168,276Hs,,,,,A ? ,,,-3.10E+03,9,-8.00E+02,9,-1.80E+03,9,9.24E+03,20
108,168,276Hs,,,,,SF ? ,,,-3.10E+03,9,-8.00E+02,9,-1.80E+03,9,9.24E+03,20
108,170,278Hs,,,,,,,,-2.50E+03,7,-1.10E+03,5,-2.20E+03,5,,
108,172,280Hs,,,,,,,,-2.10E+03,8,,,,,,
108,171,279Hs,,,,,,,,-1.10E+03,9,,,,,,
109,171,280Mt,,,,,,,,0,AP,2.10E+03,8,1.10E+03,8,9.10E+03,8
109,170,279Mt,,,,,A ? ,,,-1.40E+03,9,1.10E+03,9,0,AP,9.40E+03,3
109,170,279Mt,,,,,SF ? ,,,-1.40E+03,9,1.10E+03,9,0,AP,9.40E+03,3
109,173,282Mt,,,,,,,,7.00E+02,5,,,,,8.66E+03,20
109,172,281Mt,,,,,,,,-9.00E+02,8,,,,,8.90E+03,8
109,168,277Mt,0,5,s,7,SF AP 100.00,,,-2.10E+03,8,1.60E+03,8,0,AP,9.90E+03,10
109,168,277Mt,0,5,s,7,A ? ,,,-2.10E+03,8,1.60E+03,8,0,AP,9.90E+03,10
109,167,276Mt,0,0.72,s,62,A = 100.00,,,-1.20E+03,8,3.10E+03,9,2.10E+03,9,10100,10
109,169,278Mt,0,8,s,33,A = 100.00,,,0,AP,2.50E+03,7,1.50E+03,7,9.58E+03,3
109,169,278Mt,0,8,s,33,SF  ,,,0,AP,2.50E+03,7,1.50E+03,7,9.58E+03,3
109,160,269Mt,,,,,,,,-5.50E+03,3,4.80E+03,3,3.80E+03,3,1.05E+04,20
109,162,271Mt,,,,,A ? ,,,-4.90E+03,3,3.40E+03,4,2.40E+03,4,9.91E+03,20
